,title,price_VND,location,area_m2,number_of_bedrooms
1322,"Chung cư Carillon 5 ,DT 105m² 3PN/2WC Hỗ trợ vay",3350000000,Tân Phú,105.0,3
1323,GIÁ SỐC CẦN BÁN NGAY CENTUM WEALTH 87M2 CHỈ 3T,2400000000,9,68.0,2
1324,Kẹt tiền bán gấp OT RiverGate Quận 4 38m2 full NT,2450000000,4,38.0,1
1325,CĂN HỘ CHÍNH CHỦ 90m2 P15 Q. Tân Bình,2870000000,Tân Bình,90.0,2
1326,Chung cư Quận 9 - Thành phố Thủ Đức 47.5m² 1PN,1860000000,9,47.5,1
1327,Chính chủ Chung cư Carillon 7 73m² 2PN giá (100%),2800000000,Tân Phú,73.0,2
1328,Căn hộ 3PN View biển Centery  tầng 9 hướng ĐB,8941584061000000000,Tân Phú,120.9,3
1329,CH 2PN CC Cityland Park Hills 72m²  full nội thất,3700000000,Gò Vấp,72.0,2
1330,Chung cư Belleza 75m² 2PN tầng sân vườn Phú Mỹ Q7,2200000000,7,75.0,2
1331,Bán căn hộ miếu nổi 3ty150 căn góc 2pn 2wc nhà mới,3150000000,Bình Thạnh,64.0,2
1332,Chung cư The Western Capital 50.52m² 2PN,1830000000,6,50.52,2
1333,Chung cư Thanh Đa lô J  Lầu2  50m² 2 PN Q BT,1950000000,Bình Thạnh,50.0,2
1334,"Bán gấp căn 2PN,2WC, đối diện UBND quận,liền kề Q7",660000000,Bình Chánh,59.0,2
1335,"Penthouse - SKy Villa 270.04m² 3PN, Phạm Văn Đồng",1140000000,Thủ Đức,270.04,3
1336,"Kẹt tiền bán gấp 1,760 tỷ Full NT - ĐÃ CÓ SỔ -75M2",1760000000,Nhà Bè,75.0,2
1337,Dự Án TAKASHI QUY NHƠN,1390000000,1,74.0,2
1338,"Bán 2PN Saigon Pearl, 90m2, nội thất đẹp",5550000000,Bình Thạnh,90.0,2
1339,"BÁN CH 9 VIEW, CĂN GÓC, 2PN 65M2 VIEW ĐẸP LANDMARK",1900000000,9,58.0,2
1340,Carillon 7 113m² 3PN-h.đông view đầm sen chính chủ,4000000000,Tân Phú,113.0,3
1341,"Căn hộ Alnata 92m2 hướng ĐN,đóng 10%,trả chậm 1n",4506000000,Tân Phú,92.0,2
1342,PKD BÁN THE PARK GIÁ TỐT MÙA DỊCH,1900000000,Nhà Bè,62.0,2
1343,Penthouse Duplex Masteri Millennium 233m² 4PN,21000000000,4,233.0,4
1344,CHUYỂN NHƯỢNG CĂN HỘ CHUNG CƯ GIÁ RẺ TẠI QUẬN 4,3000000000,4,62.0,1
1345,Chung cư Lotus Gaden 65m² 2PN có sổ hồng,2300000000,Tân Phú,65.0,2
1346,Căn hộ 2PN tầng cao view đẹp về trung tâm,3550000000,Bình Thạnh,67.0,2
1347,Cần bán chung cư Tô Kí Tower Q12 tầng thấp,1950000000,12,61.0,2
1348,"Chung cư Chung Cư Jamona Hieht 60m² 1 PN, Q 7",2200000000,7,48.0,1
1349,SẮP RA MẮT DỰ ÁN TRUNG TÂM TP. THỦ ĐỨC. 1700 CĂN,2300000000,9,48.0,1
1350,"Bán gấp 2PN,2WC giá 1,650 tỷ bao hết - SHR lâu dài",1650000000,Nhà Bè,75.0,2
1351,"Bán Căn 2PN 2WC Full NT, 2.35 tỷ. CHCC Khang Phú",2350000000,Tân Phú,75.0,2
1352,"Cần bán Lovera Vista 2PN 2WC 65m2 2,080 tỷ Block D",2080000000,Bình Chánh,65.0,2
1353,Chung cư Carillon 7 65m² 2PN giá bán chính chủ,2500000000,Tân Phú,65.0,2
1354,"Căn hộ IDICO Lũy Bán Bích, DT 56m² 2PN/2WC",1700000000,Tân Phú,56.0,2
1355,BÁN CH 9VIEW 2PN-2WC VIEW CÔNG VIÊN  CHỈ 1.4TỈ,1400000000,9,58.0,2
1356,Chung cư Quận 7 54m² 1PN,2100000000,7,54.0,1
1357,Căn hộ Feliz en Vista 1 2 3 4PN giá tốt cần bán,3600000000,2,58.0,1
1358,Căn hộ 2PN-2WC giá 2ty350 bao thuế phí ngay PMH,2350000000,7,62.0,2
1359,THE SUN AVENUE - Bán gấp căn hộ cao cấp 2PN-79m2,4300000000,2,79.0,2
1360,3PN  FULL NT TẠI 9VIEW 700TR NHẬN NHÀ VIEW NỘi KHU,2500000000,9,86.0,3
1361,Bán lỗ  căn 3 phòng ngủ 80m2 Dreamhome palace Q8,1980000000,8,81.0,3
1362,Mua Căn Hộ Cao Cấp Nhất TP Mới Thủ Đức Với 50tr,50000000,9,50.0,1
1363,Sở hữu căn hộ giá gốc từ Chủ Đầu Tư 57m2 - 2PN,2100000000,Tân Bình,57.0,2
1364,Căn hộ 52m² 2PN chung cư Dream Home Gò Vấp,1900000000,Gò Vấp,52.0,2
1365,"CC Hà Kiều 65m2 3PN, Hoa Hồng MG 1%",2000000000,Gò Vấp,65.0,3
1366,"Chung cư Sunview 1,2 căn góc 74m² 2PN",2150000000,Thủ Đức,74.0,2
1367,Officetel charmington lapointe Quận 10 45m² 1PN,1950000000,10,45.0,1
1368,Chung cư Dreamhome Palace Quận 8 75.70m² 3PN,1900000000,8,75.7,3
1369,CĂN HỘ SAIGON ASIANA NGAY TRUNG TÂM QUẬN 6,2500000000,6,51.0,1
1370,Bán Penhouse Sky Villa Landmark 81 cực hiếm,6260000000,Bình Thạnh,316.0,4
1371,"Căn Hộ Sky Garden 1, 71m2, 2PN, SHR",2500000000,7,71.0,2
1372,"Chính chủ 100m2 AK6 tầng 6 NAM Giá bán 3,309 (95%)",3309000000,Bình Tân,100.0,3
1373,Bán căn Góc 77m 3pn CC CenTum Wealth Hiệp Phú Q9,3250000000,9,77.0,3
1374,"Bán chung cư C5 Man Thiện, nhà Full nội thất",2000000000,9,72.0,2
1375,🔥 Cần bán căn 3 phòng ngủ Akari City giai đoạn 1,3471000000,Bình Tân,100.0,3
1376,Chung cư Celadon City 100m² 4PN 2WC Full NT,3880000000,Tân Phú,100.0,4
1377,Chung cư Thành phố Thủ Đức 53m² 1PN 1.71 tỷ SH,1710000000,Thủ Đức,53.0,2
1378,"Bán gấp căn hộ Emerald 53 m2 . Giá 2,35 tỷ .",2350000000,Tân Phú,53.0,1
1379,"Căn hộ Jamila - FULL nội thất đẳng cấp, 75m2, SHR",3250000000,9,72.5,2
1380,Căn Hộ  An Gia Riverside 79m² 3PN Đào Trí Quận 7,2800000000,7,79.0,3
1381,"Bán Căn 2PN+2WC đẹp, rẻ hơn CĐT 500tr dự án Picity",2050000000,12,66.0,2
1382,Chính chủ bán căn Topaz Elite 78m2 nhà mới nhận,2479000000,8,78.88,2
1383,Chính chủ cần bán căn hộ ở Vinhome Grand Park,2950000000,9,59.0,2
1384,Căn hộ Sunrise CityView 2PN 76m2,3750000000,7,76.0,2
1385,Chung cư Conic Riverside 50m² 1 PN,1550000000,8,50.0,1
1386,"Không đăng ảo! Đăng thật Akari 2 phòng 2,07 tỷ ful",2070000000,Bình Tân,51.0,2
1387,"SỞ HỮU NGAY CH 9 VIEW FULL NT XỊN, GIÁ THẬT 100%.",2200000000,9,58.0,2
1388,"Bán chung cư khang gia 62m, 2PN,2WC giá 1,310 tỷ",1310000000,Gò Vấp,62.3,2
1389,"BÁN CH 9 VIEW, GIÁ TỐT, NHÀ MỚI ĐẸP, BAO HẾT PHÍ.",1400000000,9,58.0,2
1390,"Bán nhanh CH Carillon 7.Hướng nam .66m2 .2,510 tỷ",2510000000,Tân Phú,66.0,2
1391,Bán căn hộ tầng 1 cc Miếu Nổi 5 tầng,2550000000,Bình Thạnh,48.0,1
1392,"BÁN GẤP CH GÓC 2 VIEW TẠI ĐẠT GIA CÓ NT, VIEW ĐẸP.",1750000000,Thủ Đức,61.0,2
1393,"Bán căn hộ 2PN 65,24m2 chung cư Topaz City P4 Q8",2300000000,8,65.0,2
1394,"Rổ hàng Picity cần bán, giá rẻ hơn CĐT 200 - 500tr",1650000000,12,49.0,2
1395,"Kẹt tiền ra gấp căn Topaz City 92m2 giá rẻ 2,58 tỷ",2580000000,8,92.0,3
1396,CĂN HỘ FACE ID CÔNG NGHỆ MỚI LIỀN KỀ GÒ VẤP,2300000000,Tân Bình,57.0,2
1397,280tr nhận ngay CH 1pn 50m2 Sở hữu vĩnh viễn,280000000,10,50.0,1
1398,"Bán nhanh mùa dịch.CH TẦNG CAO 66m2+2PN GIÁ 2,38TỶ",2380000000,Tân Phú,66.0,2
1399,Chung cư EHome 1 60m² 2PN nhà đẹp,1850000000,9,60.0,2
1400,Chính Chủ cần bán gấp Duplex siêu đẹp,4300000000,7,150.0,3
1401,Chung cư Lotus Garden 66m² 2PN 1WC Full NT,2330000000,Tân Phú,66.0,2
1402,"Bán nhanh mùa dịch.CH 66m2+2PN+2WC.GIÁ 2,3 TỶ",2300000000,Tân Phú,66.0,2
1403,Cần bán căn hộ Safira 1PN+ giá tốt mùa dịch quận 9,2150000000,9,50.0,1
1404,BÁN CC VIN Q9.2PN1WC KHÔNG THỂ TRẢ LÃI NGÂN HÀNG,2200000000,9,59.0,2
1405,Bán nhanh giá tốt mùa dịch CH  DE CAPELA THỦ THIÊM,3950000000,2,76.0,2
1406,Căn góc 2PN chung cư MoonLight tầng cao Thủ Đức,3100000000,Thủ Đức,69.0,2
1407,Chuyển đi nơi khác cần bán gấp,3200000000,7,73.0,2
1408,Officetel Lavida Plus 28m² 1PN 1.5ty nhận nhà ngay,1500000000,7,28.0,1
1409,Chính chủ bán shophouse chung cư Hưng Ngân - q12,3600000000,12,130.0,4
1410,Officetel The Sun Avenue 80m² 1PN,485000000,2,80.0,1
1411,căn hộ cao cấp EMPIRE CiTy 127m2 THỦ THIÊM Quận 2,16000000000,2,127.0,3
1412,112m2 Diamond Brilliant - 5ty660 còn đúng 1 căn,5660000000,Tân Phú,112.0,2
1413,Chung Cư Duplex 1PN 34m2 MT Bình Thạnh - Tp.HCM,300000000,Bình Thạnh,34.0,1
1414,Bán căn hộ studio Vinhomes Quận 9,1400000000,9,31.0,1
1415,119m2 hướng Đông Nam Diamond Alnata,5750000000,Tân Phú,119.0,2
1416,Căn hộ chung cư takashi,1390000000,Tân Bình,46.0,1
1417,Gia đình cần bán CC Mỹ Phước 80.7m2 3PN 3.1 Tỷ TL,3100000000,Bình Thạnh,80.7,3
1418,"CC 4S 2pn , 68m2 . View ho bơi,  thoán mát.",2380000000,Thủ Đức,68.0,2
1419,"Cần lưu ý khi mua căn hộ 2PN, Bank hỗ trợ vay 70%",1100000000,Gò Vấp,65.0,2
1420,Cần bán gấp căn 2pn+ 70m2 giá chủ đầu tư chênh nhe,2590000000,9,69.0,2
1421,"CĂN HỘ HIM LAM PHÚ AN 69M2,2PN,2WC GIÁ TỐT 07/2021",2450000000,9,69.0,2
1422,Bán các căn hộ cao cấp Vinhomes Quận 9 giá tốt,1300000000,9,30.0,1
1423,Sock: Nhà mặt tiền Nghĩa Thục-Quận 5- 60m²- 7PN,8250000000,5,60.0,7
1424,Chính Chủ Xuất Cảnh Bán Gấp Căn Hộ Quận 1.,4260000000,1,90.0,3
1425,Chung cư Trương Đình Hội,1600000000,8,72.0,2
1426,Bán gấp CH Garden Gate 70m2 1PN full nt cao cấp.,4300000000,Phú Nhuận,70.0,1
1427,Giỏ hàng Goldora Plaza nhiều ưu đãi hấp dẫn,2400000000,Nhà Bè,84.0,3
1428,"Đình Nam BĐS ,bán Chung cư Celadon City 63.8m² 2PN",3049000000,Tân Phú,63.8,2
1429,Chung cư West Gate Park 59m² 2PN + 2WC full Nội,2200000000,Bình Chánh,59.0,2
1430,Căn hộ 50m2 the Avila quận 8 giá ngộp,1300000000,8,50.0,1
1431,Bán gấp Officetel Garden Gate 33m² 1PN full nt.,2000000000,Phú Nhuận,33.0,1
1432,Chung cư cao cấp Sunrise Riverside 83m² 3PN,2800000000,Nhà Bè,83.0,3
1433,"Carillon 7, 2 PN-1WC, 2.75 tỷ",2750000000,Tân Phú,61.0,2
1434,Bán nhà SHR(6x18) gần ngã tư Hóc Môn,2700000000,Hóc Môn,108.0,2
1435,Tôi bán cc Full Nt cao cấp phân khu Emerald 71m2,3450000000,Tân Phú,71.0,2
1436,Căn hộ The Park Residence 73m² 2PN - có ban công,2050000000,Nhà Bè,73.0,2
1437,Bán gấp CH Jamona He 2PN view sông full NT 2.85 tỷ,2850000000,7,76.0,2
1438,"Căn Hộ 1PN 52,4m2, Đã Có SHR, ngay CV Lê Thị Riêng",2200000000,10,52.0,1
1439,Bán căn hộ cao cấp Sadora Đại Quang Minh giá tốt,6000000000,2,88.0,2
1440,"Bán căn hộ Carrilon2 đã có sổ hồng 3pn,2wc 90m2",3100000000,Tân Phú,90.0,3
1441,Cắt Lỗ Căn Hộ 1PN+ View Hồ Bơi Xịn Xò Tại VHGP Q9,1780000000,9,47.0,2
1442,Bán gấp Officetel Sunrise CityView Lh :,2450000000,7,48.3,1
1443,Chung cư The Prince Residence 71m² 2PN,4900000000,Phú Nhuận,71.0,2
1444,"Bán CH Sky 3 PMH Q.7, giá 2.280 tỷ , 2PN",2280000000,7,57.0,1
1445,Căn hộ 3PN Sunrise Riverside giá bằng căn 2PN,3250000000,Nhà Bè,84.0,3
1446,Penthouse Tecco Town Bình Tân 130m² 3 PN- Căn gốc,2900000000,Bình Tân,131.0,3
1447,"Chính chủ bán chung cư mặt tiền THĐ, Q1 đã có SỔ",4200000000,1,60.0,2
1448,"Giỏ Căn Hộ Topaz Elite, Dragon 1, 2-3PN, Chính Chủ",2128000000,8,78.0,2
1449,"Bán căn Topaz 2pn giá từ 1,3 tỷ bao sổ và phí thuế",1300000000,12,65.0,2
1450,"Bán căn 3pn,2wc 83m2 8x Raibow giá 2.2 tỷ",2200000000,Bình Tân,83.0,3
1451,"Cần bán gấp Sky Center 34m2, đang vay ngân hàng",1970000000,Tân Bình,34.0,1
1452,CH cao cấp Sunrise Riverside 70m² 2PN full NT,2880000000,Nhà Bè,71.0,2
1453,Cần bán gấp chcc Masterise centre point căn 1pn+,3100000000,9,52.0,1
1454,"Chung cư H2 Hoàng Diệu 3 PN, quận 4",4200000000,4,106.0,3
1456,Chung cư Huyện Bình Chánh 67m² 2PN,2100000000,Bình Chánh,67.0,2
1457,Chung cư Bình Chánh 59m² 2PN Suất hỗ trợ mùa dịch,649000000,Bình Chánh,59.0,2
1458,"chung cư Gò Dầu 2 lô A lầu 1, sổ hồng vĩnh viễn",1750000000,Tân Phú,59.0,2
1459,"Bán căn 76m² giá 1.680 tỷ,bao thuế phí, mua ở liền",1680000000,Nhà Bè,76.0,2
1460,"Suất nội bộ Chung cư đối diện ủy ban Bình chánh,",722000000,Bình Chánh,59.0,2
1461,"CH Quang Thái 2pn,2wc 63m2 lầu cao view đầm sen",1980000000,Tân Phú,63.0,2
1462,"Bán Happy valley PMH 135m , 3pn bán 6.4 tỷ",6400000000,7,135.0,3
1463,Bán căn hộ Vinhomes BaSon 99m² 3PN SHVViễn Full NT,15000000000,1,99.0,3
1464,Chung cư Võ Đình 90m2- thiết kế sang trọng,2200000000,12,90.0,2
1465,Ra gấp căn góc Nguyên Hồng Gò Vấp 79m/2PN,3300000000,Gò Vấp,79.0,2
1466,BÁN NHÀ XÃ HỘI 2PN 2WC GIÁ 1TY6 QUẬN 12,1600000000,12,65.0,2
1467,"Bán CH Topaz Garden 3pn,2wc 84m2 - giá 2.8 tỷ",2800000000,Tân Phú,84.0,3
1468,Bán Căn Topaz Home 3 Phòng Ngủ Gia 2ty cho vay,2000000000,12,70.0,3
1469,Bán CH Moscow Tower 2 PN DT 56m2 full NT giá 1.8,1800000000,12,56.0,2
1470,Căn Hộ FUll nội thất cao cấp Masteri Center Point,500000000,9,73.0,2
1471,"Chung Cư An Hoà Q7-40m2, Nhà Đẹp Full NT.Gia 1.450",1450000000,7,40.0,1
1472,Chỉ 690tr có ngay Căn Hộ Cao Cấp 2PN Full Nội Thất,700000000,Bình Chánh,59.0,2
1473,Chung cư Sunrise City nhà đẹp LH,3780000000,7,76.0,2
1474,Căn hộ 1PN 50m2 quận 5 Everich Infinity,3450000000,5,50.0,1
1475,"Bán studio VHGP view hồ bơi, full nội thất,1.37 tỷ",1370000000,9,30.0,1
1476,Căn hộ 2pn-2wc cao cấp full nội thất chỉ 690tr,700000000,Bình Chánh,60.0,2
1477,Căn hộ Toky Tower 61m² mặt tiền đường 40 mét,1820000000,12,61.0,2
1478,BÁN CĂN HỘ 3PN IMPERIA AN PHÚ QUẬN 2,5400000000,2,115.0,3
1479,"Chung cư 1A-1B Nguyễn Đình Chiểu, P. Đakao, Q1",2050000000,1,36.0,1
1480,Sở Hữu Ngay Căn Hộ Masteri Thảo Điền 60m² 2PN,4120000000,2,60.0,2
1481,"Căn Khánh Hội 2 86m2 2pn2wc căn góc, ban công rộng",3250000000,4,86.0,2
1482,"Căn hộ chung cư 56,5m2",1440000000,Thủ Đức,56.5,2
1483,"Bán CH Prosper Plaza DT 64m2, giá 2.2 tỷ",2200000000,12,64.0,2
1484,"Căn hộ Hưng Ngân Garden 53m² 1PN nhà mới, ở liền",1250000000,12,53.0,1
1485,Chung cư chung cư 1A - 1B Nguyễn Đình Chiểu 36m²,2100000000,1,36.0,1
1486,Bán Căn Hộ Lacasa Q7- 92m2- 2PN- Full nội thất,2850000000,7,92.0,2
1487,"Mua dich kho khan can ban can ho o trung tam q5,q6",1700000000,6,65.0,1
1488,căn hộ Tôn Thất Thuyết 50m² 1PN nhà đầy đủ NT,2300000000,4,50.0,1
1489,"Bán lô A C/C ng thiện thuật, lô gốc lầu 1,giá 2,35",2350000000,2,40.0,2
1490,"Đổi nhà phố, bán căn hộ cực mai mắn này.",2050000000,8,58.0,2
1491,"Bán gấp cc Mỹ Đức tầng 8, sổ hồng, 2PN 2wc 3.6 tỷ",3650000000,Bình Thạnh,102.0,2
1492,Bán căn hộ 2PN view hồ bơi khu Cityland giá tốt.,3680000000,Gò Vấp,72.0,2
1493,Căn hộ cao cấp WestGate Bình Chánh 59m² 2PN,2300000000,Bình Chánh,59.0,2
1494,Bán cc Căn Góc Viva Riverside 3PN 2WC 89m2 Q6,3880000000,6,89.0,3
1495,Sở Hữu Căn Hộ Masteri Thảo Điền 45m² Siêu Xịn,3500000000,2,45.0,1
1496,Khánh Hội 2 100m² 3PN nhà tôi ở nên được giữ gìnOK,3550000000,4,100.0,3
1497,Cần bán căn 3PN Block R ful nội thất giá ok !,4800000000,Bình Thạnh,86.0,3
1498,CHỦ NGỘP CẦN RA GẤP CĂN HỘ 2PN VIEW CỰC ĐẸP,2400000000,Tân Phú,66.0,2
1499,Bán gấp thấp hơn thị trường 50m2 chỉ 1.3 tỷ 2PN,1380000000,Bình Chánh,50.0,2
1500,Bán căn hộ cao cấp Viva Riverside 3PN 2WC 83m2 Q6,3800000000,6,83.0,3
1501,Căn hộ 2PN 87m2 Hà Đô Centrosa Quận 10 nhà đẹp,6000000000,10,87.0,2
1502,Đất bán củ chi,23000000000,Củ Chi,1500.0,1
1503,"Căn gold view full nội thất , view nội khu, Q4",4200000000,4,82.0,2
1504,Bán Chung cư Ng.Tri Phương Quận5 64m2 nhỉnh 2tỷ.,2400000000,5,64.0,2
1505,Chung cư Vinhomes Central Park 154.5m² 4PN,1589000000,Bình Thạnh,154.5,4
1506,Officetel Quận 7 39m² 1 PN,1150000000,7,39.0,1
1507,"Căn hộ 70m² 2PN , Q12 liền kề Khu CN Tân Bình",2350000000,12,70.0,2
1508,"căn hộ copac square 90m2 ,2pn , nhà thoáng TL",3150000000,4,90.0,2
1509,Cần bán chung cư Quận 8 76m² 2 PN 2toilet,3100000000,8,76.0,2
1510,SỞ HỮU NGAY CĂN HỘ Q.8 VỚI QUỸ ĐẤT HIẾM CÒN LẠI,1834567000000000,8,56.0,2
1511,"Dịch cần bán gấp căn Q7 Riverside 53,67m2 giá tốt.",1950000000,7,53.67,1
1512,"Khánh Hội 3 75m² 2PN 2WC Bến Vân Đồn, Q4",3100000000,4,75.0,2
1513,Chung Cư Topazhome Q12 53m 2pn,1400000000,12,53.0,2
1514,CƠ HỘI HIẾM CÓ SỞ HỮU CĂN 2PN VINHOMES 59M2,1435000000,9,59.0,2
1515,"BÁN GẤP Vinhomes Grand Park Q9, 3PN2WC, 81,5M2",2144000000,9,81.5,3
1516,"Bán Căn hộ Cao cấp 2PN ngay TTHC Q12, Ga metro",1800000000,12,70.0,2
1517,"Chỉ 2.98 tỷ nhận căn hộ Botanica Hồng Hà, 1 PN",2980000000,Tân Bình,50.0,1
1518,"Orchard Hồng Hà 83m2, tầng trung, view hồ bơi CV",4900000000,Phú Nhuận,83.0,3
1519,Chung cư TP Thuận An giai đoạn đầu tư FO,1100000000,Thủ Đức,47.0,2
1520,"3,35 tỷ, 65m2, 2pn 1wc, Gold View, Tầng cao",3350000000,4,68.0,2
1521,"Bán căn hộ Blue Saphire Bình Phú, Q6, 74m2, 2pn-2w",2250000000,6,74.0,2
1522,Kẹt tiền bán lỗ CH 1PN Lavida Plus bao hết phí,2150000000,7,56.0,1
1523,"CH FLORA NOVIA 2PN - 1WC =1.85TỶ, 2PN=2WC=2.2TỶ,",1850000000,Thủ Đức,75.0,2
1524,"Căn hộ thông minh 2PN,hơn 28 tiện ích tại TTHC Q12",2000000000,12,79.0,2
1525,Cần bán căn Duplex penthouse Precia Quận 2.,9988000000,2,142.0,3
1526,Chính chủ bán gấp căn 2PN+ 69M2 BAO HẾT VHGP,2650000000,9,69.0,2
1527,Bán gấp căn hộ Blue Sapphire Bình Phú 74m² 2PN,2250000000,6,74.0,2
1528,Chính chủ bán hòa vốn 2PN 75m² lavida plus quận 7,2950000000,7,75.0,2
1529,Orient Apartment 90m² 3PN căn hộ sang trọng,3800000000,4,90.0,3
1530,Chung cư Quận 8 2PN 2WC 61.75M2 giá rẻ.,1730000000,8,61.75,2
1531,"Bán căn hộ quận 9 , 2pn + , 69m2 , giá 3ty3",3300000000,9,69.2,2
1532,Picity High Park - Bán gấp căn 2PN park 2,35000000,12,57.0,2
1533,Chung cư Sunrise City 138m² 3PN tặng bãi oto 400tr,5400000000,7,138.0,3
1534,Carillon 7 View HỒ BƠI 2PN-1WC DT 66m² GIÁ 2 Tỷ 6,2600000000,Tân Phú,66.0,2
1535,Căn hộ chung cư Dreamhome Residence,2300000000,Gò Vấp,62.0,2
1536,Bán noxh topaz home công chứng vi bằng 3pn 69m,1650000000,12,69.0,3
1537,Officetel Sunrise CityView 39m2 Q7 1PN,1750000000,7,39.0,1
1538,Sở hữu căn hộ cao cấp với số vốn ban đầu chỉ 0đ,3000000000,9,50.0,1
1539,"Nóng Gold View lầu cao 4ty090, bao thuế phí,Nt đđ",4090000000,4,81.0,2
1540,SANG NHƯỢNG CĂN HỘ VINHOMES GRAND PARK GIÁ HẾT HỒN,2500000000,9,47.0,1
1541,CẦN BÁN CĂN HỘ GREEN FIELD 2PN. VIEW BÁN ĐẢO,2900000000,Bình Thạnh,71.0,2
1542,"LAVITA CHARM BÁN 1PN-1.65TỈ, 2PN-2.7TỈ, 3PN-3.7TỈ",2020000000,Thủ Đức,51.0,1
1543,"Căn hộ Vinhomes Grand Park Q9 giá 2,3tỷ Full NT",2300000000,9,67.5,2
1544,Bán căn hộ Precia Nguyễn Thị Định Q2,3010000000,2,56.0,2
1545,"SỞ HỮU NGAY CH SG GATEWAY ĐẸP GIÁ CỰC TỐT, BP.",2100000000,9,90.0,3
1546,"Bán 2PN 2WC, 1.95ty, Có Sổ Hồng. Căn Hộ Quang Thái",1950000000,Tân Phú,63.0,2
1547,căn hộ 3PN dự án Precia,6250000000,2,101.0,3
1548,"Bán Căn 2,5 Tỷ _ Richstar Loại 2 Phòng Ngủ Mới .",2500000000,Tân Phú,56.0,2
1549,Bán gấp CH Jamona Heights 95m² 3 PN NTCB giá 3.35T,3350000000,7,95.0,3
1550,Chung cư Đông Hải 64m² 2 PN 2WC Đã có sổ,1420000000,12,64.0,2
1551,BÁN NHANH CH SAIGON GATEWAY NGAY XA LỘ HN GIÁ TỐT.,1650000000,9,75.0,2
1552,Chính chủ cần bán chung cư Sky9 63m2 2PN,2050000000,9,63.0,2
1553,BÁN DỰ ÁN CELESTA;HEIGHTS,4500000000,Nhà Bè,82.0,2
1554,Bán căn hộ Khu ẩm thực trung tâm Quận 6,2970000000,6,80.0,2
1555,Căn góc 119m2 Diamond Alnata - 5ty590,5590000000,Tân Phú,119.0,3
1556,Mở bán Căn hộ Thảo Điền Green View Sông Sài Gòn,7500000000,2,83.0,2
1557,"Căn hộ Quận 2 Laastoria 3pn giá 2,850 tỷ",2850000000,2,89.0,3
1558,Chung cư Oriental Plaza 78m² 2PN/2WC nhà mới,2780000000,Tân Phú,78.0,2
1559,Mở bán chung cư mini cao cấp tại Phạm Văn Chiêu,920000000,Gò Vấp,36.0,2
1560,Cần bán căn hộ vinhome 1pn p22 Bình Thạnh,4000000000,Bình Thạnh,46.0,1
1561,Chung cư Quận 9 - Thành phố Thủ Đức 60m² 1 PN (2P),1850000000,9,60.0,1
1562,Bán nhanh căn picity high park Q12,1990000000,12,57.0,2
1563,Bán căn 47m2 thanh toán 650tr tại Vinhomes quận 9,1730000000,9,47.0,1
1564,CẦN BÁN GẤP CĂN CHUNG CƯ CELADON TÂN PHÚ - 1PN,1950000000,Tân Phú,50.0,1
1565,CẦN BÁN CĂN HỘ CAO CẤP CITY GATE TOWERS,2000000000,8,73.0,2
1566,Căn hộ cc Tây Thạnh lô E view công viên,22000000,Tân Phú,58.0,2
1567,Bán căn 4PN Phòng Ngủ Central Park dt 140m2.,1250000000,Bình Thạnh,140.0,4
1568,"Kẹt tiền bán gấp Officetel Lavida Plus 27m² 1,4 tỷ",1400000000,7,27.0,1
1569,Bán Căn Hộ Chung Cư Blue Sapphire 74m2 chỉ 2ty25,2250000000,6,74.0,2
1570,"Căn hộ DVTM Asiana Capella 62m2, Q6",2260000000,6,62.0,2
1571,Chung cư Prosper Plaza 65m² 2 PN,2600000000,12,65.0,2
1572,Bán chung cư Quận 12. An sương i park. 2PN,2689000000,12,78.0,2
1573,Căn hộ MT Bình Phú 74m2 có 2PN 2W - Sổ hồng riêng,2250000000,6,74.0,2
1574,BÁN CC BLUE SAPPHIRE-74M2/2PN GIÁ CHỈ 2.25 TỶ,2250000000,6,74.0,2
1575,"Căn Saigon Pearl, Quận Bình Thạnh, loại 2PN 2WC",4400000000,Bình Thạnh,85.0,2
1576,Chung cư Kingdom 101 78m² 2PN,6400000000,10,78.0,2
1577,Chung cư Blue Sapphire Bình Phú Quận 6-DT 74m² 2PN,2250000000,6,74.0,2
1578,Cần tiền gấp bán 3PN Newcity Quận 2 full nội th,5200000000,2,86.0,3
1579,CHỦ ĐẦU TƯ THANH LÝ 36 CĂN 2-3PN TOPAZ ELITE,2000000000,8,70.0,2
1580,Chung cư M-One Nam Sài Gòn 69m² 2PN,2900000000,7,69.0,2
1581,"BÁN GẤP CH 78M2 2PN VIEW QUẬN 1 GIÁ 6,23TỶ CÒN TL",6230000000,10,78.0,2
1582,"Bán căn hộ The Art KDC Gia Hoà chỉ 2,55 tỷ/71m2",2550000000,9,71.0,2
1583,Căn Hộ Sai Gon Q7 2ty3 bao thuế phí,2300000000,7,66.66,2
1584,Chung cư Cao ốc Thịnh Vượng 153m² 4PN,3850000000,2,153.0,4
1585,Căn hộ chuẩn bị bàn giao ngay Vòng Xoay Phú Lâm,3000000000,6,71.0,2
1586,Căn hộ 2 PN Hiệp Bình chánh thủ đức,1970000000,Thủ Đức,56.0,2
1587,Bán nhanh căn 1pn+ Flora có nội thất như hình,1735000000,9,68.0,1
1588,"Căn Hộ Lotus Garden, 75m2, 3PN, full nội thất",2500000000,Tân Phú,75.0,3
1589,Bán Căn 2PN SAIGON ROYAL View Hồ Bơi FULL Nội Thất,6600000000,4,80.0,2
